Event,Type,Event_price,Deal_size,Max_open,Eq,Start_marj,Liquidation_price,Balance_before,Balance_after,Leverage,Event_index
Create,True,422.0266418457031,52.08571689299841,7.405084664589697,3.657340278317148,52.08571689299841,396.1626952094185,104.17143378599683,52.08571689299841,30,252
Close,True,423.45452880859375,52.08571689299841,7.405084664589697,3.657340278317148,52.08571689299841,396.1626952094185,52.08571689299841,109.45428060288701,30,259
Create,False,423.45452880859375,54.727140301443505,7.754382571666503,3.829857050582124,54.72714030144352,449.08507056219446,109.45428060288701,54.72714030144349,30,259
Close,False,422.7491760253906,54.727140301443505,7.754382571666503,3.829857050582124,54.72714030144352,449.08507056219446,54.72714030144349,112.18701717661204,30,260
Create,True,422.7491760253906,56.09350858830602,7.961246777441904,3.932026414768101,56.09350858830602,396.84094880676025,112.18701717661204,56.09350858830602,30,260
Close,True,424.5003967285156,56.09350858830602,7.961246777441904,3.932026414768101,56.09350858830602,396.84094880676025,56.09350858830602,119.1527390537166,30,266
Create,False,424.5003967285156,59.5763695268583,8.420680402561747,4.158938756553887,59.57636952685831,450.19424200012503,119.1527390537166,59.576369526858294,30,266
Close,False,424.28717041015625,59.5763695268583,8.420680402561747,4.158938756553887,59.57636952685831,450.19424200012503,59.576369526858294,120.04982107737108,30,267
Create,True,424.28717041015625,60.02491053868554,8.488342055781667,4.192356563483506,60.02491053868554,398.2846870457041,120.04982107737108,60.02491053868554,30,267
Close,True,423.8195495605469,60.02491053868554,8.488342055781667,4.192356563483506,60.02491053868554,398.2846870457041,60.02491053868554,118.06664671256767,30,269
Create,False,423.8195495605469,59.03332335628384,8.357328974205377,4.127649751618585,59.03332335628383,449.47218501958076,118.06664671256767,59.033323356283844,30,269
Close,False,424.154541015625,59.03332335628384,8.357328974205377,4.127649751618585,59.03332335628383,449.47218501958076,59.033323356283844,116.66787967842247,30,271
Create,True,424.154541015625,58.33393983921123,8.25179516402664,4.075527045103609,58.33393983921123,398.1601858574101,116.66787967842247,58.33393983921123,30,271
Close,True,424.1184997558594,58.33393983921123,8.25179516402664,4.075527045103609,58.33393983921123,398.1601858574101,58.33393983921123,116.51928865881271,30,276
Create,False,424.1184997558594,58.259644329406356,8.24198581711617,4.070682249779228,58.25964432940636,449.7892298506615,116.51928865881271,58.25964432940635,30,276
Close,False,424.0534973144531,58.259644329406356,8.24198581711617,4.070682249779228,58.25964432940636,449.7892298506615,58.25964432940635,116.78696235293677,30,277
Create,True,424.0534973144531,58.393481176468384,8.262186004305097,4.080659037565177,58.393481176468384,398.06533462997305,116.78696235293677,58.393481176468384,30,277
Close,True,423.990234375,58.393481176468384,8.262186004305097,4.080659037565177,58.393481176468384,398.06533462997305,58.393481176468384,116.52581327528124,30,282
Create,False,423.990234375,58.26290663764062,8.244940837874545,4.072141722146173,58.26290663764062,449.6532009179306,116.52581327528124,58.26290663764062,30,282
Close,False,423.3769836425781,58.26290663764062,8.244940837874545,4.072141722146173,58.26290663764062,449.6532009179306,58.26290663764062,119.05202519807918,30,283
